prompt,response
"['1 1/2 cups milk ', '3 egg yolks ', '2 tablespoons vanilla extract ', '1 1/2 cups all-purpose flour ', '2 tablespoons sugar ', '1/2 teaspoon salt ', '5 tablespoons melted butter ', '']","In a large bowl, mix together the milk, egg yolks and vanilla. Stir in the flour, sugar, salt and melted butter until well blended.
Heat a crepe pan over medium heat until hot. Coat with vegetable oil or cooking spray. Pour about 1/4 cup of batter into the pan and tip to spread the batter to the edges. When bubbles form on the top and the edges are dry, flip over and cook until lightly browned on the other side and edges are golden. Repeat with remaining batter.
Fill crepes with your favorite fruit, cream, caramel or even ice cream or cheese to serve.
"
"['2 skinless, boneless chicken breast halves ', '1 (10 ounce) can refrigerated pizza crust ', '1/2 cup Ranch-style salad dressing ', '1 cup shredded mozzarella cheese ', '1 cup shredded Cheddar cheese ', '1 cup chopped tomatoes ', '1/4 cup chopped green onions ', '']","Preheat oven to 425 degrees F (220 degrees ). Lightly grease a pizza pan or medium baking sheet.
Place chicken in a large skillet over medium-high heat. Cook until no longer pink, and juices run clear. Cool, then either shred or chop into small pieces.
Unroll dough, and press into the prepared pizza pan or baking sheet. Bake crust for 7 minutes in the preheated oven, or until it begins to turn golden brown. Remove from oven.
Spread ranch dressing over partially baked crust. Sprinkle on mozzarella cheese. Place tomatoes, green onion, and chicken on top of mozzarella cheese, then top with Cheddar cheese. Return to the oven for 20 to 25 minutes, until cheese is melted and bubbly.
"
"['3 egg yolks ', '1/4 teaspoon Dijon mustard ', '1 tablespoon lemon juice ', '1 dash hot pepper sauce (e.g. Tabasco™) ', '1/2 cup butter ', '']","In the container of a blender, combine the egg yolks, mustard, lemon juice and hot pepper sauce. Cover, and blend for about 5 seconds.
Place the butter in a glass measuring cup. Heat butter in the microwave for about 1 minute, or until completely melted and hot. Set the blender on high speed, and pour the butter into the egg yolk mixture in a thin stream. It should thicken almost immediately. Keep the sauce warm until serving by placing the blender container in a pan of hot tap water.
"
"['2 cups diced chicken breast meat ', '1/2 teaspoon ground cumin ', '1/2 teaspoon ground coriander ', '2 tablespoons chopped fresh cilantro ', '1 (15 ounce) can black beans, rinsed and drained ', '1 (4.5 ounce) can diced green chile peppers, drained ', '1 (10 ounce) can red enchilada sauce ', '8 (6 inch) corn tortillas ', '2 cups shredded Mexican blend cheese ', '1 (8 ounce) container sour cream ', '']","Preheat the oven to 375 degrees F (190 degrees ).
Heat a large skillet over medium heat, and spray with vegetable cooking spray. Saute chicken with cumin and coriander until chicken is cooked through. Transfer to a medium bowl. Stir in the cilantro, black beans, and green chile peppers.
Spread half of the enchilada sauce over the bottom of an 11x7 inch baking dish. Place 4 tortillas over the sauce, overlapping if necessary. Spoon half of the chicken mixture over the tortillas, and sprinkle with half of the cheese and half of the sour cream. Spoon the remaining enchilada sauce over the cheese, and make another layer of tortillas. Layer the remaining chicken mixture over the tortillas. Cover dish with a lid or aluminum foil.
Bake for 30 minutes in the preheated oven. Remove the cover, and sprinkle the remaining cheese over the top and dot with sour cream. Continue cooking, uncovered, for an additional 5 to 10 minutes, or until cheese melts. Let stand 10 minutes before serving.
"
"['1 (8 ounce) package cream cheese ', '1 egg ', '1 teaspoon vanilla extract ', '3 tablespoons brown sugar ', '4 1/2 tablespoons all-purpose flour ', '5 tablespoons white sugar ', '3/4 teaspoon ground cinnamon ', '3 tablespoons butter ', '3 tablespoons chopped pecans ', '2 1/2 cups all-purpose flour ', '2 cups white sugar ', '2 teaspoons baking powder ', '2 teaspoons ground cinnamon ', '1/2 teaspoon salt ', '2 eggs ', '1 1/3 cups canned pumpkin ', '1/3 cup olive oil ', '2 teaspoons vanilla extract ', '']","Preheat oven to 375 degrees F (190 degrees ). Grease and flour 18 muffin cups, or use paper liners.
To make the filling: In a medium bowl, beat cream cheese until soft. Add egg, vanilla and brown sugar. Beat until smooth, then set aside.
For the streusel topping: In a medium bowl, mix flour, sugar, cinnamon and pecans. Add butter and cut it in with a fork until crumbly. Set aside.
For the muffin batter: In a large bowl, sift together flour, sugar, baking powder, cinnamon and salt. Make a well in the center of flour mixture and add eggs, pumpkin, olive oil and vanilla. Beat together until smooth.
Place pumpkin mixture in muffin cups about 1/2 full. Then add one tablespoon of the cream cheese mixture right in the middle of the batter. Try to keep cream cheese from touching the paper cup. Sprinkle on the streusel topping.
Bake at 375 degrees F (195 degrees ) for 20 to 25 minutes.
"
"['1 1/2 pounds Yukon Gold potatoes, thinly sliced ', '2 tablespoons butter, divided ', '1 pint heavy cream ', '2 cloves garlic, thinly sliced ', 'salt and pepper to taste ', '2 cups shredded Cheddar cheese ', '4 slices provolone cheese ', '1/2 cup grated Parmesan or Romano cheese ', '']","Preheat the oven to 325 degrees F (165 degrees ). Grease a 1 1/2 quart or larger casserole dish with butter or nonstick spray.
Layer half of the potato slices in the bottom of the casserole dish. Dot with half of the butter cut or pinched into small pieces. Arrange half of the garlic slices over the potatoes, then pour half of the heavy cream over. Sprinkle one cup of Cheddar cheese over the layer, and season with salt and pepper. Repeat layering of potatoes, garlic, cream and Cheddar cheese, then top with the slices of provolone cheese. Season again with salt and pepper.
Bake for 1/2 hour in the preheated oven, then sprinkle the Parmesan or Romano cheese over the top. This will create a semi-hard cheese crust. Continue baking uncovered for another 30 minutes, or until potatoes are tender when tested with a fork.
"
"['1 (21 ounce) can apple pie filling ', '6 (8 inch) flour tortillas ', '1 teaspoon ground cinnamon ', '1/3 cup margarine ', '1/2 cup white sugar ', '1/2 cup packed brown sugar ', '1/2 cup water ', '']","Preheat oven to 350 degrees F (175 degrees ).
Spoon fruit evenly onto all tortillas, sprinkle with cinnamon. Roll up tortillas and place seam side down on lightly greased 8x8 baking pan.
Bring margarine, sugars and water to a boil in a medium sauce pan. Reduce heat and simmer, stirring constantly for 3 minutes.
Pour sauce evenly over tortillas; sprinkle with extra cinnamon on top if desired. Bake in preheated oven for 20 minutes.
Makes 6 large tortillas; may be cut in half to serve 12.
"
"['1 (2 pound) package frozen hash brown potatoes, thawed ', '1/2 cup butter, softened ', '1 teaspoon salt ', '1/2 teaspoon ground black pepper ', '1/2 cup chopped onion ', '1 (10.75 ounce) can condensed cream of chicken soup ', '2 cups shredded Cheddar cheese ', '']","Preheat oven to 350 degrees F (175 degrees ). Spray one 9x13 inch pan with non-stick cooking spray.
In a large bowl, combine the potatoes, butter, salt, pepper, onions, soup and cheese. Gently mix and pour into prepared pan or dish.
Bake in the preheated oven until browned, about 35 minutes.
"
"['3 tablespoons olive oil ', '3/4 cup chopped onion ', '4 cloves garlic, minced ', '2 (16 ounce) cans crushed tomatoes ', '3 (6 ounce) cans tomato paste ', '1 cup water ', '1/2 cup sugar ', '1/4 cup chopped fresh oregano, divided ', '1 dried bay leaf ', 'salt and pepper to taste ', '1 pound ground round ', '1/2 cup Italian seasoned bread crumbs ', '1/4 cup chopped fresh parsley ', '2 eggs, lightly beaten ', '1/2 cup grated Parmesan cheese ', '1 (16 ounce) package uncooked spaghetti ', '']","Heat the olive oil in a large saucepan over medium heat, and cook the onion until lightly brown. Mix in 2 cloves garlic, and cook 1 minute. Stir in crushed tomatoes, tomato paste, water, sugar, 1/2 the oregano, and bay leaf. Season with salt and pepper. Bring to a boil, reduce heat to low, and simmer while preparing meatballs.
In a bowl, mix the ground round, bread crumbs, remaining oregano, remaining garlic, parsley, eggs, and cheese. Season with salt and pepper. Roll into 1 inch balls, and drop into the sauce. Cook 40 minutes in the sauce, or until internal temperature of meatballs reaches a minimum of 160 degrees F (72 degrees ).
Bring a large pot of lightly salted water to a boil, and stir in the spaghetti. Cook 8 to 10 minutes, until al dente, and drain. Serve the meatballs and sauce over the cooked spaghetti.
"
"['1 (3 pound) whole chicken ', '1 tablespoon olive oil ', '1/4 teaspoon salt ', '1/4 teaspoon ground black pepper ', '1/4 teaspoon dried oregano ', '1/4 teaspoon dried basil ', '1/4 teaspoon paprika ', '1/8 teaspoon cayenne pepper ', '']","Preheat oven to 450 degrees F (230 degrees ).
Rinse chicken thoroughly inside and out under cold running water and remove all fat. Pat dry with paper towels.
Put chicken into a small baking pan. Rub with olive oil. Mix the salt, pepper, oregano, basil, paprika and cayenne pepper together and sprinkle over chicken.
Roast the chicken in the preheated oven for 20 minutes. Lower the oven to 400 degrees F (205 degrees ) and continue roasting to a minimum internal temperature of 165 degrees F (74 degrees ), about 40 minutes more. Let cool 10 to 15 minutes and serve.
"
"['2 (8 ounce) packages cream cheese, softened ', '1 (1 ounce) package ranch dressing mix ', '2 1/2 cups shredded Cheddar cheese ', '1 1/2 cups chopped pecans ', '']","In a medium size bowl, mash cream cheese. Mix dressing mix and Cheddar cheese into the cream cheese. Shape the mixture into a ball. Roll the ball in the chopped nuts. Refrigerate covered until ready to serve. Yum!
"
"['3 tablespoons vegetable oil ', '1 onion, chopped ', '2 pounds cubed beef stew meat ', '2 cups water ', '1/4 cup soy sauce ', '1/4 cup Worcestershire sauce ', '1 teaspoon garlic powder ', '1 teaspoon salt ', '1 teaspoon ground black pepper ', '1 (.75 ounce) packet dry brown gravy mix ', '1 cup water ', '']","In a large skillet heat oil over high heat. Saute the onion until almost translucent.
Add the stew meat and cook on high heat until meat is browned on all sides; about 3 to 5 minutes.
Pour 2 cups water, soy sauce, and Worcestershire sauce into the skillet. Stir in garlic powder, salt and pepper. Bring to a boil and reduce heat. Cover and simmer for 1 1/2 to 2 hours.
Meanwhile combine the gravy mix with 1 cup water. Mix thoroughly and stir into the meat mixture. Bring to a boil stirring frequently until slightly thickened.
"
"['4 tablespoons butter ', '4 (1 inch thick) pork chops ', '1/2 cup dry white wine ', '1 teaspoon salt ', '1/8 teaspoon fresh ground black pepper ', '1/2 teaspoon crushed dried rosemary ', '2 cloves garlic, minced ', '']","In a large skillet, melt butter over medium heat. Cook chops in butter, turning once to brown evenly.
Pour in wine, and season with salt, pepper, rosemary, and garlic. Simmer, uncovered, for 20 minutes, or until chops are tender. Transfer pork chops to serving plates, and spoon sauce over the meat.
"
"['1 (16 ounce) can chocolate syrup ', '3/4 cup peanut butter ', '19 ice cream sandwiches ', '1 (12 ounce) container frozen whipped topping, thawed ', '1 cup salted peanuts ', '']","Pour the chocolate syrup into a medium microwave-safe bowl and microwave until hot, about 2 minutes on high, stopping every 30 seconds. Do not allow to boil. Stir peanut butter into hot chocolate until smooth. Allow to cool to room temperature.
Line the bottom of a 9x13-inch dish with a layer of ice cream sandwiches. Spread half the whipped topping over the sandwiches. Spoon half the chocolate mixture over that. Top with half the peanuts. Repeat layers. Freeze until firm, at least 1 hour. Cut into squares to serve.
"
"['1 (18.25 ounce) package yellow cake mix ', '1 (3 ounce) package instant lemon pudding mix ', '3/4 cup orange juice ', '1/2 cup vegetable oil ', '4 eggs ', '1 teaspoon lemon extract ', '1/3 cup orange juice ', '2/3 cup white sugar ', '1/4 cup butter ', '']","Grease a 10 inch Bundt pan. Preheat oven to 325 degrees F (165 degrees ).
In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in 3/4 cup orange juice, oil, eggs and lemon extract. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Pour batter into prepared pan.
Bake in preheated oven for 50 to 60 minutes. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.
In a saucepan over medium heat, cook 1/3 cup orange juice, sugar and butter for two minutes. Drizzle over cake.
"
"['6 egg yolks ', '1 1/4 cups white sugar ', '1 1/4 cups mascarpone cheese ', '1 3/4 cups heavy whipping cream ', '2 (12 ounce) packages ladyfingers ', '1/3 cup coffee flavored liqueur ', '1 teaspoon unsweetened cocoa powder, for dusting ', '1 (1 ounce) square semisweet chocolate ', '']","Combine egg yolks and sugar in the top of a double boiler, over boiling water. Reduce heat to low, and cook for about 10 minutes, stirring constantly. Remove from heat and whip yolks until thick and lemon colored.
Add mascarpone to whipped yolks. Beat until combined. In a separate bowl, whip cream to stiff peaks. Gently fold into yolk mixture and set aside.
Split the lady fingers in half, and line the bottom and sides of a large glass bowl. Brush with coffee liqueur. Spoon half of the cream filling over the lady fingers. Repeat ladyfingers, coffee liqueur and filling layers. Garnish with cocoa and chocolate curls. Refrigerate several hours or overnight.
To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar.
"
"['1 (3 pound) whole chicken, rinsed ', 'salt and pepper to taste ', '1 small onion, quartered ', '1/4 cup chopped fresh rosemary ', '']","Preheat oven to 350 degrees F (175 degrees ).
Season chicken with salt and pepper to taste. Stuff with the onion and rosemary. Place chicken in a 9x13 inch baking dish or roasting dish.
Roast in the preheated oven for 2 to 2 1/2 hours, or until chicken is cooked through and juices run clear. Cooking time will vary a bit depending on the size of the bird.
"
"['1 (16 ounce) package penne pasta ', '2 tablespoons butter ', '2 tablespoons olive oil ', '4 skinless, boneless chicken breast halves - cut into thin strips ', '2 cloves garlic, minced ', 'salt and pepper to taste ', '1 1/4 cups heavy cream ', '1/4 cup pesto ', '3 tablespoons grated Parmesan cheese ', '']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.
Heat butter and olive oil in a large skillet over medium heat. Saute chicken and garlic until chicken is almost cooked. Reduce heat and stir in salt, pepper, cream, pesto and Parmesan cheese. Cook until chicken is no longer pink inside. Stir in cooked pasta.
"
"['1 pound ground beef ', '3/4 cup diced onion ', '3/4 cup diced celery ', '3/4 cup diced green bell pepper ', '2 cloves garlic, minced ', '2 (10.75 ounce) cans tomato puree ', '1 (15 ounce) can kidney beans with liquid ', '1 (15 ounce) can kidney beans, drained ', '1 (15 ounce) can cannellini beans with liquid ', '1/2 tablespoon chili powder ', '1/2 teaspoon dried parsley ', '1 teaspoon salt ', '3/4 teaspoon dried basil ', '3/4 teaspoon dried oregano ', '1/4 teaspoon ground black pepper ', '1/8 teaspoon hot pepper sauce ', '']","Place the beef in a skillet over medium heat, and cook until evenly brown. Drain grease.
Place the beef in a slow cooker, and mix in onion, celery, green bell pepper, garlic, tomato puree, kidney beans, and cannellini beans. Season with chili powder, parsley, salt, basil, oregano, black pepper, and hot pepper sauce.
Cover, and cook 8 hours on Low.
"
"['1 1/2 cups all-purpose flour ', '1/2 cup unsweetened cocoa powder ', '1/2 teaspoon baking soda ', '1/2 cup white sugar ', '1/2 cup packed brown sugar ', '1/2 cup soft margarine ', '1/4 cup peanut butter ', '1 teaspoon vanilla extract ', '1 egg ', ""3/4 cup confectioners' sugar "", '3/4 cup peanut butter ', '']","In small bowl blend flour, cocoa and baking soda. Mix until well blended.
In large bowl beat white and brown sugars, butter or margarine and 1/4 cup peanut butter, until light and fluffy. Add vanilla and egg, beat. Stir in flour mixture until blended. Set aside.
To make Filling: Combine confectioner's sugar and 3/4 cup peanut butter. Blend well.
Roll filling into 30 1-inch balls. For each cookie, with floured hands, shape about 1 tablespoon of dough around 1 peanut butter ball, covering completely. Place 2 inches apart on an ungreased cookie sheet. Flatten with glass dipped in white sugar.
Bake at 375 degrees F (190 degrees ) for 7-9 minutes. When cookies are done, they should be set and slightly cracked.
"
"['12 ounces spaghetti ', '1 cup chopped onions ', '1 cup chopped green bell peppers ', '1 pound lean ground beef ', '1 (16 ounce) can diced tomatoes ', '1 (4.5 ounce) can mushrooms, drained ', '1 teaspoon dried oregano ', '2 cups shredded mild Cheddar cheese ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1/4 cup water ', '1/4 cup grated Parmesan cheese ', '']","Bring a large pot of lightly salted water to a boil. Add spaghetti, and cook for 8 to 10 minutes, or until al dente. Drain, and set aside.
In a large skillet over medium-high heat, saute the onions, green peppers and ground beef. Once beef is brown and onions and peppers softened, add the tomatoes, mushrooms and oregano. Simmer uncovered for 10 minutes.
Preheat oven to 350 degrees F (175 degrees ). Grease a 9x13 inch baking dish. Place half of the cooked spaghetti into the prepared dish. Top with half of the meat mixture. Sprinkle with 1 cup of the mild Cheddar cheese. Repeat. In a medium bowl, mix together cream of mushroom soup and water until smooth; pour over casserole. Sprinkle with Parmesan cheese.
Bake in preheated oven for 30 to 35 minutes. Let stand 10 minutes before serving.
"
"['2 pounds salmon fillets, with skin ', '2 tablespoons olive oil ', '2 tablespoons rice vinegar ', '2 tablespoons soy sauce ', '1 tablespoon packed brown sugar ', '2 cloves garlic, minced ', '1 pinch ground black pepper ', '2 tablespoons minced onion ', '1 tablespoon sesame oil ', '2 cups long-grain white rice ', '1 teaspoon dried dill weed ', '3 cups water ', '']","Make several shallow slashes in the skinless side of the salmon fillets. Place fillets skin-side down in a glass baking dish. In a medium bowl, whisk together the olive oil, rice vinegar, soy sauce, brown sugar, garlic, pepper, onion and sesame oil. Pour the liquid over the salmon, cover, and refrigerate for 1 to 2 hours.
Preheat the oven to 350 degrees F (175 degrees ).
In a medium saucepan, combine the rice, water, and dill weed. Cover pan, bring to a boil, then reduce heat to low and cook 20 minutes, until rice is tender and water has been absorbed. Allow to stand for 5 minutes before removing lid and fluffing rice with a fork.
Remove cover from salmon, and bake the fish and the marinade for about 30 minutes, or until fish can be flaked with a fork. Serve salmon over the rice, and pour sauce over.
"
"['3/4 cup milk ', '3/4 cup water ', '1/2 cup white sugar ', '1 teaspoon salt ', '2 eggs ', '5 teaspoons active dry yeast ', '5 cups all-purpose flour ', '1/2 cup margarine, melted ', '']","In a medium saucepan over medium heat, warm milk, water, sugar and salt. Remove from heat, and mix in the eggs and yeast.
Measure flour into a large bowl. Make a well in the flour, and pour milk mixture into it. Do not stir. Cover with a lid, and let stand for 20 to 30 minutes.
Pour melted margarine into flour, and mix well. Add more flour if too sticky. Knead lightly. Cover, and let rise for 20 to 30 minutes.
Shape the dough into rolls, and place on a baking sheet. Let rise again for 20 to 30 minutes.
Bake rolls in a preheated 400 degrees F (205 degrees ) oven for 15 minutes, or until done.
"
"['1/2 cup butter ', '1 1/2 cups brown sugar ', '1 (20 ounce) can sliced pineapple ', '10 maraschino cherries ', '1 (18.25 ounce) package white cake mix ', '']","Melt the butter over medium high heat in the iron skillet. Remove from the heat and sprinkle the brown sugar evenly to cover the butter. Next, arrange pineapple rings around the bottom of the pan, one layer deep. Place a maraschino cherry into the center of each pineapple ring. Prepare the cake mix as directed by the manufacturer, substitute some of the pineapple juice for some of the liquid in the directions. Pour the batter over the pineapple layer.
Bake as directed by the cake mix directions. Cool for 10 minutes, then carefully turn out onto a plate. Do not let the cake cool too much or it will be stuck to the pan.
"
"['1 tablespoon olive oil ', '1 small onion, diced ', '3 stalks celery, diced ', '3 cloves garlic, minced ', '2 carrots, shredded ', '1 pound cooked, cubed chicken breast ', '4 cups chicken broth ', '1 (16 ounce) package mini potato gnocchi ', '1 (6 ounce) bag baby spinach leaves ', '1 tablespoon cornstarch (optional) ', '2 tablespoons cold water (optional) ', '2 cups half-and-half cream ', 'salt and ground black pepper to taste ', '']","Heat olive oil in a large pot over medium heat. Cook onion, celery, garlic, and carrots in the hot oil until onion is translucent, about 5 minutes. Stir in cubed chicken and chicken broth; bring to a simmer.
Stir gnocchi into the simmering soup and cook until they begin to float, 3 to 4 minutes. Stir in spinach; cook until wilted, about 3 additional minutes.
Whisk cornstarch into cold water until smooth. Stir cornstarch mixture and half-and-half into simmering soup. Cook until soup thickens slightly, about 5 minutes. Season to taste with salt and black pepper.
"
"['1 small sweet onion, sliced ', '8 cloves garlic, crushed ', '3/4 cup low sodium soy sauce ', '1/2 cup vinegar ', '1 (3 pound) whole chicken, cut into pieces ', '']","Place chicken in a slow cooker. In a small bowl mix the onion, garlic, soy sauce, and vinegar, and pour over the chicken. Cook on Low for 6 to 8 hours.
"
"['2 (3 pound) corned beef briskets with spice packets ', '2 (12 fluid ounce) bottles beer ', '2 bay leaves ', '1/4 cup peppercorns ', '1 bulb garlic cloves, separated and peeled ', '']","Place the corned beef briskets into a large pot. Sprinkle in one of the spice packets, and discard the other one or save for other uses. Pour in the beer, and fill the pot with enough water to cover the briskets by 1 inch. Add the bay leaves, peppercorns and garlic cloves. Cover, and bring to a boil.
Once the liquid comes to a boil, reduce the heat to medium-low, and simmer for 4 to 5 hours, checking hourly, and adding more water if necessary to keep the meat covered.
Carefully remove the meat from the pot, as it will be extremely tender. Set on a cutting board, and allow it to rest until it firms up a bit, about 10 minutes. Slice or shred to serve.  discard the cooking liquid, but it can be used to cook cabbage and other vegetables if desired.
"
"['1 cup warm water (110 degrees F/45 degrees ) ', '1 tablespoon white sugar ', '2 1/4 teaspoons active dry yeast ', '3 tablespoons olive oil ', '1 teaspoon salt ', '2 1/2 cups all-purpose flour ', '']","Stir water, sugar and yeast together until dissolved. Add the olive oil and the salt. Stir in the flour until well blended. Let dough rest for 10 minutes.
Pat dough into pan or on to a pizza stone using fingers dipped in olive oil. If desired sprinkle basil, thyme or other seasonings on crust. Top with your favorite pizza toppings and bake for 15 to 20 minutes in a preheated 425 degree oven.
"
"['2 (8 ounce) packages cream cheese, softened ', ""3/4 cup pepper sauce (such as Frank's Red Hot®) "", '1 cup Ranch-style salad dressing ', '2 cups diced cooked chicken ', '1 cup shredded Cheddar cheese ', '']","Preheat the oven to 350 degrees F (175 degrees ).
In a medium bowl, stir together the cream cheese and hot pepper sauce until well blended. Mix in the Ranch dressing, chicken and Cheddar cheese. Spread into a 9x13 inch baking dish.
Bake for 30 minutes in the preheated oven. If oil collects on the top, dab it off using a paper towel. Serve with tortilla chips.
"
"['1 (15.5 ounce) can black beans, rinsed and drained ', '3 eggs ', '3 tablespoons vegetable oil ', '1/4 cup cocoa powder ', '1 pinch salt ', '1 teaspoon vanilla extract ', '3/4 cup white sugar ', '1 teaspoon instant coffee (optional) ', '1/2 cup milk chocolate chips (optional) ', '']","Preheat oven to 350 degrees F (175 degrees ). Lightly grease an 8x8 square baking dish.
Combine the black beans, eggs, oil, cocoa powder, salt, vanilla extract, sugar, and instant coffee in a blender; blend until smooth; pour the mixture into the prepared baking dish. Sprinkle the chocolate chips over the top of the mixture.
Bake in the preheated oven until the top is dry and the edges start to pull away from the sides of the pan, about 30 minutes.
"
"['1/4 cup packed light brown sugar ', '2 tablespoons Dijon mustard ', '4 (6 ounce) boneless salmon fillets ', 'salt and ground black pepper to taste ', '']","Preheat the oven's broiler and set the oven rack at about 6 inches from the heat source; prepare the rack of a broiler pan with cooking spray.
Season the salmon with salt and pepper and arrange onto the prepared broiler pan. Whisk together the brown sugar and Dijon mustard in a small bowl; spoon mixture evenly onto top of salmon fillets.
Cook under the preheated broiler until the fish flakes easily with a fork, 10 to 15 minutes.
"
"['1 (10 inch) angel food cake ', '2 (8 ounce) packages cream cheese, softened ', '1 cup white sugar ', '1 (8 ounce) container frozen whipped topping, thawed ', '1 quart fresh strawberries, sliced ', '1 (18 ounce) jar strawberry glaze ', '']","Crumble the cake into a 9x13 inch dish.
Beat the cream cheese and sugar in a medium bowl until light and fluffy. Fold in whipped topping. Mash the cake down with your hands and spread the cream cheese mixture over the cake.
In a bowl, combine strawberries and glaze until strawberries are evenly coated. Spread over cream cheese layer. Chill until serving.
"
"['1 cup pineapple juice ', '1/2 cup packed brown sugar ', '1/3 cup light soy sauce ', '2 pounds chicken breast tenderloins or strips ', 'skewers ', '']","In a small saucepan over medium heat, mix pineapple juice, brown sugar, and soy sauce. Remove from heat just before the mixture comes to a boil.
Place chicken tenders in a medium bowl. Cover with the pineapple marinade, and refrigerate for at least 30 minutes.
Preheat grill for medium heat. Thread chicken lengthwise onto wooden skewers.
Lightly oil the grill grate. Grill chicken tenders 5 minutes per side, or until juices run clear. They cook quickly, so watch them closely.
"
"['2 cups milk ', '4 eggs ', '3/4 cup biscuit baking mix ', '1/4 cup butter, softened ', '1 cup grated Parmesan cheese ', '1 (10 ounce) package chopped frozen broccoli, thawed and drained ', '1 cup cubed cooked ham ', '8 ounces shredded Cheddar cheese ', '']","Preheat oven to 375 degrees F (190 degrees ). Lightly grease a 10 inch quiche dish.
In a large bowl, beat together milk, eggs, baking mix, butter and parmesan cheese. Batter will be lumpy. Stir in broccoli, ham and Cheddar cheese. Pour into prepared quiche dish.
Bake in preheated oven for 50 minutes, until eggs are set and top is golden brown.
"
"['3 cups fresh blueberries ', '3 tablespoons white sugar ', '1/3 cup orange juice ', '2/3 cup all-purpose flour ', '1/4 teaspoon baking powder ', '1 pinch salt ', '1/2 cup butter, softened ', '1/2 cup white sugar ', '1 egg ', '1/2 teaspoon vanilla extract ', '']","Preheat oven to 375 degrees F (190 degrees ).
In an 8 inch square baking dish, mix blueberries, 3 tablespoons sugar, and orange juice. Set aside. In a small bowl, thoroughly mix flour, baking powder, and salt. Set aside.
In a medium bowl, cream butter and 1/2 cup sugar until light and fluffy. Beat in egg and vanilla extract. Gradually add flour mixture, stirring just until ingredients are combined. Drop batter by rounded tablespoons over blueberry mixture. Try to cover as much of filling as possible.
Bake in preheated oven for 35 to 40 minutes, until topping is golden brown and filling is bubbling.
"
"['1 pound fresh asparagus spears, trimmed ', '1 tablespoon olive oil ', 'salt and pepper to taste ', '']","Preheat grill for high heat.
Lightly coat the asparagus spears with olive oil. Season with salt and pepper to taste.
Grill over high heat for 2 to 3 minutes, or to desired tenderness.
"
"['1 pound flank steak, thinly sliced ', '5 tablespoons soy sauce ', '2 1/2 tablespoons white sugar ', '1/4 cup chopped green onion ', '2 tablespoons minced garlic ', '2 tablespoons sesame seeds ', '2 tablespoons sesame oil ', '1/2 teaspoon ground black pepper ', '']","Place the beef in a shallow dish. Combine soy sauce, sugar, green onion, garlic, sesame seeds, sesame oil, and ground black pepper in a small bowl. Pour over beef. Cover and refrigerate for at least 1 hour or overnight.
Preheat an outdoor grill for high heat, and lightly oil the grate.
Quickly grill beef on hot grill until slightly charred and cooked through, 1 to 2 minutes per side.
"
"['5/8 cup all-purpose flour ', '1/2 cup rolled oats ', '1/2 cup all-purpose flour ', '1/2 teaspoon baking soda ', '1/2 teaspoon salt ', '1/3 cup packed brown sugar ', '1/3 cup white sugar ', '1/2 cup dried cranberries ', '1/2 cup white chocolate chips ', '1/2 cup chopped pecans ', '']","Layer the ingredients in a 1 quart or 1 liter jar, in the order listed.
Attach a tag with the following instructions: Cranberry Hootycreeks 1. Preheat oven to 350 degrees F (175 degrees ). Grease a cookie sheet or line with parchment paper. 2. In a medium bowl, beat together 1/2 cup softened butter, 1 egg and 1 teaspoon of vanilla until fluffy. Add the entire jar of ingredients, and mix together by hand until well blended. Drop by heaping spoonfuls onto the prepared baking sheets. 3. Bake for 8 to 10 minutes, or until edges start to brown. Cool on baking sheets, or remove to cool on wire racks.
"
"['1 (8 ounce) package spaghetti, broken into pieces ', '1/4 cup butter ', '1/4 cup all-purpose flour ', '3/4 teaspoon salt ', '1/4 teaspoon ground black pepper ', '1 cup chicken broth ', '1 cup heavy cream ', '2 tablespoons sherry ', '1 (4.5 ounce) can sliced mushrooms, drained ', '2 cups chopped cooked chicken ', '1/2 cup grated Parmesan cheese ', '']","Preheat oven to 350 degrees F (175 degrees ). Lightly grease a 9x13 inch baking dish.
Bring a large pot of lightly salted water to a boil. Add spaghetti, and cook for 8 to 10 minutes, or until al dente; drain.
Meanwhile, in a large saucepan, melt butter over low heat. Stir in flour, salt, and pepper. Cook, stirring, until smooth. Remove from heat, and gradually stir in chicken broth and cream.
Return to heat, and bring to a low boil for 1 minute, stirring constantly. Add sherry, then stir in cooked spaghetti, mushrooms, and chicken. Pour mixture into the prepared baking dish, and top with Parmesan cheese.
Bake 30 minutes in the preheated oven, until bubbly and lightly browned.
"
